Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,86/60,37/25,36/21,12/11,-,1/3
2024,47/20,23/9,21/9,3/1,-,0/1
2023,34/26,11/8,14/9,8/8,-,1/1
2022,4/9,2/4,1/2,1/2,-,0/1
2021,1/5,1/4,0/1,-,-,-
