Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,68/98,44/55,20/31,4/12,-,-
2024,21/18,18/15,3/3,-,-,-
2023,16/22,10/11,5/9,1/2,-,-
2022,9/17,5/10,4/4,0/3,-,-
2021,2/12,0/4,1/6,1/2,-,-
2020,4/13,1/4,1/4,2/5,-,-
2019,14/13,8/8,6/5,-,-,-
2018,2/2,2/2,-,-,-,-
2017,0/1,0/1,-,-,-,-
