Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
26.03.,Tabur C.,1,,,,,,"['2', '0', '5', '1']","['1', '0', '3', '0']",[],[],[],1.12
26.03.,Parisca I.,0,,,,,,[],[],[],[],[],5.40
22.03.,Giustino L.,2,,,,,,"['2', '0', '3', '1']","['1', '0', '3', '0']",[],[],[],1.21
22.03.,Parisca I.,0,,,,,,"['1', '2', '2', '3']",[],[],[],[],4.28
21.03.,Parisca I.,2,,,,,,"['1', '2', '2', '3', '4', '3', '5', '4']","['1', '0', '2', '1', '6', '3']",[],[],[],1.85
21.03.,Fernandez Flores D.,0,,,,,,"['2', '0', '3', '1', '4', '4']","['1', '1']",[],[],[],1.85
20.03.,Parisca I.,2,,,,,,"['1', '2', '3', '4', '5', '4', '6', '5']","['1', '0', '4', '1', '5', '2', '6', '3']",[],[],[],3.40
20.03.,Chazal M.,0,,,,,,"['2', '0', '4', '2', '5', '5']","['2', '4', '3', '5']",[],[],[],1.28
27.02.,Lopez Montagud C.,2,,,,,,"['1', '3', '4', '4']","['1', '2', '5', '4']","['3', '1', '6', '2']",[],[],1.24
27.02.,Parisca I.,1,,,,,,"['1', '0', '3', '0']","['2', '0', '5', '5']",[],[],[],3.72
26.02.,Parisca I.,2,,,,,,"['4', '5']","['3', '1', '5', '1']",[],[],[],4.19
26.02.,Nedic A.,0,,,,,,"['3', '1']",[],[],[],[],1.20
20.02.,Fatic N.,2,,,,,,"['1', '1', '3', '3']","['3', '2', '6', '3']","['2', '0', '4', '0', '6', '0']",[],[],1.16
20.02.,Parisca I.,1,,,,,,"['1', '0', '3', '2']",[],[],[],[],4.62
20.02.,Parisca I.,2,,,,,,"['5', '4']","['1', '0', '4', '3', '5', '4']",[],[],[],1.26
20.02.,Matuszewski G.,0,,,,,,[],"['3', '3', '4', '4']",[],[],[],3.54
13.02.,Lopez Montagud C.,2,,,,,,"['3', '1', '5', '1']","['3', '2', '6', '3']",[],[],[],1.18
13.02.,Parisca I.,0,,,,,,"['2', '5']",[],[],[],[],4.47
12.02.,Parisca I.,2,,,,,,"['3', '4', '5', '4']","['4', '3', '6', '3']",[],[],[],1.14
12.02.,Pizzigoni M.,0,,,,,,"['3', '1']",[],[],[],[],4.90
05.02.,Alcala Gurri M.,2,,,,,,"['3', '2']","['2', '1', '4', '3']",[],[],[],1.24
05.02.,Parisca I.,0,,,,,,[],"['2', '2']",[],[],[],3.72
01.02.,Molder M.,2,,,,,,"['3', '1']","['3', '2', '5', '2']",[],[],[],-
01.02.,Parisca I.,0,,,,,,[],[],[],[],[],-
31.01.,Ojakaar O.,2,,,,,,"['6', '6']","['2', '1']","['1', '0', '3', '2']",[],[],1.14
31.01.,Parisca I.,1,,,,,,"['6', '5']",[],"['1', '1']",[],[],5.83
21.01.,Ionel N. D.,2,,,,,,"['2', '0', '3', '1', '5', '1']","['1', '0', '3', '0']",[],[],[],1.15
21.01.,Parisca I.,0,,,,,,"['1', '2']","['3', '5']",[],[],[],4.75
17.01.,Chepelev A.,2,,,,,,"['2', '0', '3', '1', '5', '3']","['1', '0', '3', '0', '5', '0']",[],[],[],1.64
17.01.,Parisca I.,0,,,,,,"['1', '2', '3', '4']",[],[],[],[],2.19
16.01.,Parisca I.,2,,,,,,[],"['1', '1', '3', '1', '5', '3', '6', '4']","['3', '1']",[],[],4.32
16.01.,Pennaforti G.,1,,,,,,"['1', '0', '3', '0', '5', '0']","['1', '0', '3', '4', '4', '5']",[],[],[],1.18
15.01.,Parisca I.,2,,,,,,"['1', '2']","['3', '2', '5', '2', '6', '3']","['2', '0', '4', '0']",[],[],1.22
15.01.,Baragiola Mordini T. C.,1,,,,,,"['2', '0', '6', '4']","['3', '5']",[],[],[],3.91
08.01.,Marosik N.,2,,,,,,"['4', '4', '6', '4']","['2', '0', '4', '2', '6', '4']",[],[],[],5.40
08.01.,Parisca I.,0,,,,,,"['4', '3']","['2', '3', '3', '4']",[],[],[],1.12
04.12.2024,Damas M.,2,,,,,,[],"['3', '3', '5', '3']","['1', '0', '3', '0']",[],[],1.09
04.12.2024,Parisca I.,1,,,,,,"['3', '2']","['1', '0']",[],[],[],6.39
