Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,18/24,18/23,0/1,-,-,-
2024,17/18,17/17,0/1,-,-,-
2023,1/5,1/5,-,-,-,-
2022,0/1,0/1,-,-,-,-
