Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ITF WOMEN - SINGLES :  W100 Macon,hard,header
CHALLENGER WOMEN - SINGLES :  Hong Kong (Hong Kong),hard,header
CHALLENGER WOMEN - SINGLES :  Hong Kong (Hong Kong),hard,header
05.10. 15:35,Blinkova A.,1,4,6,3,,,2,3,71%,57% (41/72),40% (12/30),53% (8/15),42% (24/57),58% (15/26),50% (6/12),8,52% (53/102),47% (40/85),50% (93/187),3,50% (7/14),46% (6/13),48% (13/27),"['2', '2']","['2', '0', '4', '2', '6', '2']","['2', '4', '3', '5']",[],[],2.05
05.10. 15:35,Tomljanovic A.,2,6,2,6,,,5,4,69%,58% (33/57),42% (11/26),50% (6/12),43% (31/72),60% (18/30),47% (7/15),11,53% (45/85),48% (49/102),50% (94/187),4,54% (7/13),50% (7/14),52% (14/27),"['2', '1', '4', '3']","['2', '3']","['1', '0', '3', '0', '5', '2', '6', '3']",[],[],1.79
04.10. 15:50,Blinkova A.,2,6,6,,,,4,2,63%,65% (31/48),43% (12/28),77% (10/13),49% (18/37),56% (14/25),75% (6/8),5,57% (43/76),52% (32/62),54% (75/138),4,67% (6/9),60% (6/10),63% (12/19),"['1', '0', '4', '3']","['1', '0', '2', '1', '4', '1', '6', '3']",[],[],[],7.10
04.10. 15:50,Navarro E.,0,4,3,,,,0,2,60%,51% (19/37),44% (11/25),25% (2/8),35% (17/48),57% (16/28),23% (3/13),6,48% (30/62),43% (33/76),46% (63/138),3,40% (4/10),33% (3/9),37% (7/19),"['2', '2']","['1', '1', '3', '5']",[],[],[],1.08
03.10. 14:40,Blinkova A.,2,6,6,,,,2,3,77%,72% (26/36),55% (6/11),100% (3/3),48% (16/33),70% (16/23),38% (5/13),8,68% (32/47),57% (32/56),62% (64/103),7,100% (7/7),63% (5/8),80% (12/15),"['3', '2', '5', '2']","['1', '0', '4', '1', '6', '1']",[],[],[],2.44
03.10. 14:40,Halep S.,0,2,1,,,,3,2,59%,52% (17/33),30% (7/23),62% (8/13),28% (10/36),45% (5/11),0% (0/3),7,43% (24/56),32% (15/47),38% (39/103),1,38% (3/8),0% (0/7),20% (3/15),[],[],[],[],[],1.57
01.10. 12:25,Blinkova A.,2,6,6,,,,3,1,72%,83% (19/23),78% (7/9),0% (0/1),54% (22/41),58% (15/26),46% (6/13),10,81% (26/32),55% (37/67),64% (63/99),6,86% (6/7),75% (6/8),80% (12/15),"['2', '1', '4', '1', '6', '1']","['1', '1', '3', '1', '6', '2']",[],[],[],1.11
01.10. 12:25,Plipuech P.,0,1,2,,,,2,1,61%,46% (19/41),42% (11/26),54% (7/13),17% (4/23),22% (2/9),100% (1/1),4,45% (30/67),19% (6/32),36% (36/99),1,25% (2/8),14% (1/7),20% (3/15),[],"['1', '0']",[],[],[],5.76
WTA - SINGLES :  Beijing (China),hard,header
26.09. 16:10,Blinkova A.,0,1,1,,,,1,2,66%,48% (14/29),20% (3/15),55% (6/11),15% (4/26),47% (8/17),0% (0/1),3,38% (17/45),28% (12/43),33% (29/88),1,29% (2/7),0% (0/7),14% (2/14),[],[],[],[],[],8.01
26.09. 16:10,Muchova K.,2,6,6,,,,4,0,60%,85% (22/26),53% (9/17),100% (1/1),52% (15/29),80% (12/15),45% (5/11),7,72% (31/43),62% (28/45),67% (59/88),5,100% (7/7),71% (5/7),86% (12/14),"['2', '0', '5', '1']","['1', '0', '4', '1', '6', '1']",[],[],[],1.09
WTA - SINGLES :  Monastir (Tunisia),hard,header
09.09. 23:30,Blinkova A.,0,4,4,,,,0,5,63%,47% (18/38),32% (7/22),50% (7/14),45% (22/49),69% (11/16),71% (5/7),7,42% (26/62),51% (33/65),46% (59/127),2,30% (3/10),50% (5/10),40% (8/20),"['1', '2', '4', '3']","['1', '0', '3', '4', '4', '5']",[],[],[],2.12
09.09. 23:30,Sorribes Tormo S.,2,6,6,,,,0,3,75%,55% (27/49),31% (5/16),29% (2/7),53% (20/38),68% (15/22),50% (7/14),7,49% (32/65),58% (36/62),54% (68/127),4,50% (5/10),70% (7/10),60% (12/20),"['2', '0', '4', '4', '6', '4']","['1', '1', '3', '1', '5', '3', '6', '4']",[],[],[],1.74
WTA - SINGLES :  US Open (USA),hard,header
27.08. 04:00,Blinkova A.,0,1,1,,,,0,6,69%,43% (15/35),19% (3/16),40% (4/10),16% (4/25),58% (11/19),50% (1/2),10,22,71% (5/7),4,35% (18/51),34% (15/44),35% (33/95),1,14% (1/7),14% (1/7),14% (2/14),"['1', '0']",[],[],[],[],5.29
27.08. 04:00,Navarro E.,2,6,6,,,,0,3,57%,84% (21/25),42% (8/19),50% (1/2),57% (20/35),81% (13/16),60% (6/10),16,9,0% (0/0),8,66% (29/44),65% (33/51),65% (62/95),8,86% (6/7),86% (6/7),86% (12/14),"['1', '1', '3', '1', '5', '1']","['1', '0', '4', '1', '6', '1']",[],[],[],1.17
WTA - SINGLES :  Cleveland (USA),hard,header
19.08. 20:40,Blinkova A.,0,1,1,,,,0,4,68%,44% (14/32),13% (2/15),40% (4/10),32% (9/28),47% (8/17),33% (1/3),3,34% (16/47),38% (17/45),36% (33/92),1,14% (1/7),14% (1/7),14% (2/14),"['1', '0']",[],[],[],[],2.78
19.08. 20:40,Wang Xin.,2,6,6,,,,3,3,62%,68% (19/28),53% (9/17),67% (2/3),56% (18/32),87% (13/15),60% (6/10),10,62% (28/45),66% (31/47),64% (59/92),6,86% (6/7),86% (6/7),86% (12/14),"['1', '1', '3', '1', '5', '1']","['2', '1', '4', '1', '6', '1']",[],[],[],1.46
WTA - SINGLES :  Cincinnati (USA) - Qualification,hard,header
12.08. 00:35,Blinkova A.,1,2,6,2,,,0,6,63%,60% (32/53),39% (12/31),54% (7/13),27% (9/33),51% (20/39),36% (4/11),6,52% (44/84),40% (29/72),47% (73/156),3,50% (6/12),33% (4/12),42% (10/24),"['2', '5']","['2', '1', '5', '2']","['2', '3']",[],[],4.69
12.08. 00:35,Osaka N.,2,6,2,6,,,8,5,46%,73% (24/33),49% (19/39),64% (7/11),40% (21/53),61% (19/31),46% (6/13),7,60% (43/72),48% (40/84),53% (83/156),5,67% (8/12),50% (6/12),58% (14/24),"['2', '0', '4', '0', '6', '2']",[],"['3', '1', '4', '2', '6', '2']",[],[],1.17
WTA - SINGLES :  Toronto (Canada),hard,header
