Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,252/158,88/58,152/89,2/1,-,10/10
2024,36/21,-,32/19,-,-,4/2
2023,56/21,4/2,51/17,-,-,1/2
2022,11/4,1/1,10/3,-,-,-
2021,43/22,27/15,16/7,-,-,-
2020,12/12,2/3,8/8,2/1,-,-
2019,36/23,26/14,5/7,-,-,5/2
2018,28/20,16/9,12/9,-,-,0/2
2017,14/15,7/8,7/7,-,-,-
2016,9/14,4/5,5/7,-,-,0/2
2015,5/4,1/1,4/3,-,-,-
2014,1/1,-,1/1,-,-,-
2013,1/1,-,1/1,-,-,-
