Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,122/84,7/11,82/45,27/22,5/3,1/3
2024,24/22,0/3,17/13,2/3,5/3,-
2023,47/31,5/2,25/16,17/12,-,0/1
2022,46/24,2/4,35/12,8/6,-,1/2
2021,5/7,0/2,5/4,0/1,-,-
