Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,72/90,8/14,35/56,5/7,-,24/13
2024,0/9,0/2,0/6,0/1,-,-
2023,12/15,1/1,1/5,3/3,-,7/6
2022,28/23,1/3,10/13,-,-,17/7
2021,22/22,1/2,21/19,0/1,-,-
2019,4/11,1/3,3/7,0/1,-,-
2018,4/3,2/1,0/1,2/1,-,-
2017,0/2,-,0/2,-,-,-
2016,2/2,2/2,-,-,-,-
2015,0/1,-,0/1,-,-,-
2014,0/2,-,0/2,-,-,-
