Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,287/223,274/204,1/9,12/10,-,-
2024,18/16,18/16,-,-,-,-
2023,30/33,30/30,0/1,0/2,-,-
2022,40/24,40/23,0/1,-,-,-
2021,14/16,14/16,-,-,-,-
2020,19/15,19/15,-,-,-,-
2019,40/26,37/20,0/3,3/3,-,-
2018,27/31,24/24,1/4,2/3,-,-
2017,40/20,33/18,-,7/2,-,-
2016,24/16,24/16,-,-,-,-
2014,16/10,16/10,-,-,-,-
2013,16/9,16/9,-,-,-,-
2012,3/5,3/5,-,-,-,-
2011,0/2,0/2,-,-,-,-
