Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,126/117,74/80,37/24,15/13,-,-
2024,26/18,20/13,3/4,3/1,-,-
2023,33/23,23/15,6/5,4/3,-,-
2022,22/15,5/5,17/9,0/1,-,-
2021,10/11,5/8,2/1,3/2,-,-
2020,0/1,-,-,0/1,-,-
2019,20/23,9/17,7/4,4/2,-,-
2018,14/14,11/12,2/1,1/1,-,-
2017,0/5,0/5,-,-,-,-
2016,1/5,1/4,-,0/1,-,-
2015,0/2,0/1,-,0/1,-,-
