Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,79/72,36/44,39/25,2/2,-,2/1
2024,9/4,1/1,8/3,-,-,-
2023,31/21,11/13,18/7,-,-,2/1
2022,13/23,10/16,3/6,0/1,-,-
2021,13/12,13/11,0/1,-,-,-
2020,12/9,-,10/8,2/1,-,-
2015,1/2,1/2,-,-,-,-
2013,0/1,0/1,-,-,-,-
