Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ITF MEN - SINGLES M15 Tokyo 2 (Japan),hard,header
CHALLENGER MEN - SINGLES Matsuyama (Japan),hard,header
04.11.2024,Katayama S.,0,,,,,,1,1,61%,45% (14/31),50% (10/20),43% (3/7),18% (5/28),43% (9/21),0% (0/2),47% (24/51),29% (14/49),38% (38/100),2,1,43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],0
04.11.2024,Atmane T.,2,,,,,,12,4,57%,82% (23/28),57% (12/21),100% (2/2),55% (17/31),50% (10/20),57% (4/7),71% (35/49),53% (27/51),62% (62/100),8,0,100% (8/8),57% (4/7),80% (12/15),[],[],[],[],[],0
ITF MEN - SINGLES M15 Tokyo 2 (Japan),hard,header
12.07.2024,Katayama S.,0,,,,,,[],[],[],[],[],0
12.07.2024,Imai S.,2,,,,,,[],[],[],[],[],0
10.07.2024,Katayama S.,2,,,,,,[],[],[],[],[],0
10.07.2024,Hazawa S.,0,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M15 Yanagawa 2 (Japan),hard,header
CHALLENGER MEN - SINGLES Matsuyama (Japan),hard,header
07.11.2023,Katayama S.,0,,,,,,0,2,84%,42% (22/52),50% (5/10),57% (8/14),23% (7/31),62% (13/21),50% (2/4),44% (27/62),38% (20/52),41% (47/114),25% (2/8),25% (2/8),25% (4/16),[],[],[],[],[],0
07.11.2023,Blancaneaux G.,2,,,,,,5,4,60%,77% (24/31),38% (8/21),50% (2/4),58% (30/52),50% (5/10),43% (6/14),62% (32/52),56% (35/62),59% (67/114),75% (6/8),75% (6/8),75% (12/16),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Matsuyama (Japan),hard,header
08.11.2022,Katayama S.,0,,,,,,2,1,72%,53% (33/62),54% (13/24),60% (6/10),21% (9/43),61% (11/18),100% (2/2),53% (46/86),33% (20/61),45% (66/147),64% (7/11),18% (2/11),41% (9/22),[],[],[],[],[],0
08.11.2022,Hsu Y. H.,2,,,,,,13,1,70%,79% (34/43),39% (7/18),0% (0/2),47% (29/62),46% (11/24),40% (4/10),67% (41/61),47% (40/86),55% (81/147),82% (9/11),36% (4/11),59% (13/22),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Toyota (Japan),hard,header
27.11.2015,Katayama S.,0,,,,,,[],[],[],[],[],0
27.11.2015,Kravchuk K.,2,,,,,,[],[],[],[],[],0
25.11.2015,Katayama S.,2,,,,,,[],[],[],[],[],0
25.11.2015,Jones G.,0,,,,,,[],[],[],[],[],0
23.11.2015,Katayama S.,2,,,,,,[],[],[],[],[],0
23.11.2015,Van Peperzeel G.,0,,,,,,[],[],[],[],[],0
CHALLENGER MEN - SINGLES Kobe (Japan),hard,header
09.11.2015,Katayama S.,0,,,,,,[],[],[],[],[],0
09.11.2015,Lee D. H.,2,,,,,,[],[],[],[],[],0
CHALLENGER MEN - SINGLES Toyota (Japan),hard,header
20.11.2014,Katayama S.,0,,,,,,[],[],[],[],[],0
20.11.2014,Duckworth J.,2,,,,,,[],[],[],[],[],0
18.11.2014,Katayama S.,2,,,,,,[],[],[],[],[],0
18.11.2014,Huang L. C.,0,,,,,,[],[],[],[],[],0
CHALLENGER MEN - SINGLES Toyota (Japan),hard,header
18.11.2013,Katayama S.,1,,,,,,[],[],[],[],[],0
18.11.2013,Buchanan C.,2,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES Costa Mesa 2 (USA),hard,header
18.09.2013,Katayama S.,1,,,,,,[],[],[],[],[],0
18.09.2013,Dome A.,2,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES Claremont (USA),hard,header
14.09.2013,Katayama S.,0,,,,,,[],[],[],[],[],0
14.09.2013,Abid H.,2,,,,,,[],[],[],[],[],0
12.09.2013,Katayama S.,2,,,,,,[],[],[],[],[],0
12.09.2013,Siwy R.,0,,,,,,[],[],[],[],[],0
10.09.2013,Katayama S.,2,,,,,,[],[],[],[],[],0
10.09.2013,Bazrganian S.,0,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES Tokyo-Akishima (Japan),hard,header
22.06.2013,Katayama S.,1,,,,,,[],[],[],[],[],0
22.06.2013,Saito T.,2,,,,,,[],[],[],[],[],0
21.06.2013,Katayama S.,2,,,,,,[],[],[],[],[],0
21.06.2013,Takeshima S.,0,,,,,,[],[],[],[],[],0
20.06.2013,Katayama S.,2,,,,,,[],[],[],[],[],0
20.06.2013,Watanuki Y.,0,,,,,,[],[],[],[],[],0
18.06.2013,Katayama S.,2,,,,,,[],[],[],[],[],0
