Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,43/85,13/38,29/41,1/6,-,-
2024,17/19,4/5,13/14,-,-,-
2023,13/20,3/8,10/11,0/1,-,-
2022,4/16,2/10,2/4,0/2,-,-
2021,1/5,0/4,-,1/1,-,-
2020,0/3,0/1,0/1,0/1,-,-
2019,4/11,1/5,3/5,0/1,-,-
2018,1/7,1/4,0/3,-,-,-
2017,3/4,2/1,1/3,-,-,-
