Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,35/40,23/20,12/20,-,-,-
2024,10/11,2/2,8/9,-,-,-
2023,2/5,-,2/5,-,-,-
2021,0/1,0/1,-,-,-,-
2018,2/1,2/1,-,-,-,-
2017,14/12,12/9,2/3,-,-,-
2016,7/6,7/5,0/1,-,-,-
2015,0/2,0/1,0/1,-,-,-
2014,0/2,0/1,0/1,-,-,-
