Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,276/201,178/135,85/59,13/7,-,-
2024,19/18,16/15,3/3,-,-,-
2023,35/22,22/17,13/5,-,-,-
2022,28/16,21/13,4/3,3/0,-,-
2021,33/21,15/10,13/7,5/4,-,-
2020,23/10,19/9,-,4/1,-,-
2019,16/18,12/12,4/5,0/1,-,-
2018,40/26,22/16,18/10,-,-,-
2017,20/22,11/14,8/7,1/1,-,-
2016,43/24,33/20,10/4,-,-,-
2015,16/20,4/5,12/15,-,-,-
2014,3/4,3/4,-,-,-,-
