Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,44/30,43/27,1/3,-,-,-
2024,23/15,22/12,1/3,-,-,-
2023,17/13,17/13,-,-,-,-
2022,3/1,3/1,-,-,-,-
2021,1/1,1/1,-,-,-,-
