Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,161/110,46/31,72/56,35/22,-,8/1
2024,16/11,5/2,11/7,0/2,-,-
2023,15/13,2/4,6/5,3/4,-,4/0
2022,20/23,2/8,5/6,9/8,-,4/1
2021,48/22,17/5,23/14,8/3,-,-
2020,27/17,10/6,11/8,6/3,-,-
2019,26/12,6/3,11/7,9/2,-,-
2017,1/4,0/1,1/3,-,-,-
2016,6/3,3/1,3/2,-,-,-
2014,1/3,-,1/3,-,-,-
2013,1/2,1/1,0/1,-,-,-
