Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,50/64,6/16,41/46,-,-,3/2
2024,11/21,4/10,7/11,-,-,-
2023,19/23,1/4,18/19,-,-,-
2022,16/9,-,13/7,-,-,3/2
2021,1/4,-,1/4,-,-,-
2020,1/1,1/1,-,-,-,-
2018,1/2,-,1/2,-,-,-
2017,0/1,-,0/1,-,-,-
2016,1/3,0/1,1/2,-,-,-
