Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,58/40,42/32,1/2,-,-,15/6
2024,2/7,2/7,-,-,-,-
2023,38/20,27/15,-,-,-,11/5
2022,17/11,13/10,-,-,-,4/1
2021,1/2,-,1/2,-,-,-
