Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,80/102,20/26,48/61,4/7,-,8/8
2024,25/30,1/6,22/19,1/1,-,1/4
2023,14/15,3/5,8/9,-,-,3/1
2022,17/22,8/7,4/9,1/3,-,4/3
2021,3/4,1/1,2/3,-,-,-
2020,1/2,-,1/2,-,-,-
2019,12/17,-,10/14,2/3,-,-
2016,0/1,-,0/1,-,-,-
2015,3/5,2/2,1/3,-,-,-
2014,3/2,3/2,-,-,-,-
2013,2/4,2/3,0/1,-,-,-
