Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,327/197,298/168,28/26,1/1,0/2,-
2024,38/25,36/20,2/4,-,0/1,-
2023,41/28,41/26,0/2,-,-,-
2022,39/24,36/19,3/4,-,0/1,-
2021,43/24,39/22,4/2,-,-,-
2020,19/12,18/10,0/1,1/1,-,-
2019,45/29,33/21,12/8,-,-,-
2018,51/18,48/16,3/2,-,-,-
2017,28/18,28/17,0/1,-,-,-
2016,22/17,18/15,4/2,-,-,-
2015,1/2,1/2,-,-,-,-
