Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,39/37,26/29,13/8,-,-,-
2024,34/24,23/18,11/6,-,-,-
2023,5/11,3/9,2/2,-,-,-
2022,0/2,0/2,-,-,-,-
