Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,142/117,110/89,13/7,19/21,-,-
2024,27/28,27/26,-,0/2,-,-
2023,35/13,35/12,-,0/1,-,-
2022,30/25,24/17,3/4,3/4,-,-
2021,37/30,16/17,10/3,11/10,-,-
2020,6/15,6/15,-,-,-,-
2019,5/4,-,-,5/4,-,-
2018,2/2,2/2,-,-,-,-
