Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,342/226,232/138,94/71,8/10,0/2,8/5
2024,31/22,16/10,15/11,-,0/1,-
2023,48/30,32/17,7/8,6/4,-,3/1
2022,17/18,16/17,0/1,-,-,1/0
2021,23/26,22/22,1/4,-,-,-
2020,10/15,5/5,2/4,1/4,-,2/2
2019,48/23,38/17,7/4,1/2,-,2/0
2018,22/27,12/15,10/10,-,0/1,0/1
2017,43/16,37/10,6/6,-,-,-
2016,49/27,39/19,10/7,-,-,0/1
2015,42/16,14/5,28/11,-,-,-
2014,8/4,-,8/4,-,-,-
2013,1/1,1/1,-,-,-,-
2012,0/1,-,0/1,-,-,-
