Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
24.08.,Charlton J.,1,,,,,,2,4,55%,86% (18/21),53% (9/17),0% (0/0),25% (5/20),69% (11/16),100% (1/1),9,12,88% (7/8),71% (27/38),44% (16/36),58% (43/74),8,0,100% (6/6),20% (1/5),64% (7/11),"['6', '4']",[],[],[],[],2.77
24.08.,Rai A.,0,,,,,,5,4,56%,75% (15/20),31% (5/16),0% (0/1),14% (3/21),47% (8/17),0% (0/0),13,21,71% (5/7),56% (20/36),29% (11/38),42% (31/74),2,0,80% (4/5),0% (0/6),36% (4/11),[],[],[],[],[],1.41
22.08.,Imamura M.,2,,,,,,"['2', '1', '4', '1', '5', '2']",[],"['1', '0', '4', '3']",[],[],1.74
22.08.,Rai A.,1,,,,,,"['2', '4']","['7', '5']","['1', '1']",[],[],1.97
21.08.,Lee K.,1,,,,,,"['2', '1', '4', '1']","['2', '4']",[],[],[],2.09
21.08.,Rai A.,0,,,,,,"['2', '4', '5', '5']","['2', '1', '4', '1']",[],[],[],1.68
20.08.,Rai A.,2,,,,,,"['3', '1']",[],"['5', '5']",[],[],1.10
20.08.,Hou C.,1,,,,,,[],[],"['3', '2']",[],[],5.90
14.08.,Dellavedova M.,2,,,,,,"['4', '2']",[],[],[],[],1.77
14.08.,Rai A.,1,,,,,,[],"['5', '3']",[],[],[],21.0
09.07.,Rai A.,1,,,,,,"['2', '0', '4', '0', '6', '0']","['2', '0']",[],[],[],1.22
09.07.,Shebekin G.,0,,,,,,[],[],[],[],[],3.91
04.07.,Elsayed A.,2,,,,,,[],"['1', '0', '3', '2', '4', '3', '6', '5']",[],[],[],3.14
04.07.,Rai A.,0,,,,,,[],"['2', '2', '3', '3', '5', '5', '6', '6']",[],[],[],1.32
03.07.,Rai A.,2,,,,,,"['2', '1', '4', '1']","['2', '1']",[],[],[],1.49
03.07.,Bertimon M.,0,,,,,,[],[],[],[],[],2.47
02.07.,Rai A.,2,,,,,,"['1', '0', '3', '0']","['1', '0', '3', '0', '5', '0']",[],[],[],-
02.07.,Konovchuk V.,0,,,,,,[],[],[],[],[],-
25.06.,Ostapenkov D.,2,,,,,,"['3', '4']",[],[],[],[],1.59
25.06.,Rai A.,0,,,,,,"['3', '1']",[],[],[],[],2.24
19.05.,Damm M.,2,,,,,,16,1,59%,76% (32/42),66% (19/29),0% (0/1),35% (19/54),42% (13/31),18% (2/11),72% (51/71),38% (32/85),53% (83/156),7,0,92% (11/12),17% (2/12),54% (13/24),"['3', '4']","['7', '5']",[],[],[],1.29
19.05.,Rai A.,0,,,,,,8,3,64%,65% (35/54),58% (18/31),82% (9/11),24% (10/42),34% (10/29),100% (1/1),62% (53/85),28% (20/71),47% (73/156),3,2,83% (10/12),8% (1/12),46% (11/24),"['4', '2']",[],[],[],[],3.39
18.05.,Rai A.,2,,,,,,7,2,62%,73% (35/48),55% (16/29),67% (6/9),33% (16/48),59% (22/37),55% (6/11),68% (51/75),45% (38/85),56% (89/160),8,0,79% (11/14),43% (6/14),61% (17/28),"['2', '2']","['5', '5', '7', '5']","['2', '0', '4', '0', '6', '0']",[],[],1.93
18.05.,Pieczkowski O.,1,,,,,,4,7,56%,67% (32/48),41% (15/37),45% (5/11),27% (13/48),45% (13/29),33% (3/9),55% (47/85),32% (24/75),44% (71/160),2,0,57% (8/14),21% (3/14),39% (11/28),"['1', '0', '3', '2']","['5', '4']",[],[],[],1.80
04.05.,Peliwo F.,1,,,,,,0,2,56%,80% (12/15),67% (8/12),50% (1/2),33% (5/15),67% (14/21),75% (3/4),74% (20/27),53% (19/36),62% (39/63),9,0,80% (4/5),60% (3/5),70% (7/10),"['2', '2', '5', '3']","['1', '0']",[],[],[],2.04
04.05.,Rai A.,0,,,,,,1,4,42%,67% (10/15),33% (7/21),25% (1/4),20% (3/15),33% (4/12),50% (1/2),47% (17/36),26% (7/27),38% (24/63),1,0,40% (2/5),20% (1/5),30% (3/10),"['1', '0']",[],[],[],[],1.71
28.04.,Langmo C.,2,,,,,,9,10,56%,82% (50/61),36% (17/47),70% (7/10),32% (20/63),59% (23/39),40% (4/10),62% (67/108),42% (43/102),52% (110/210),6,0,80% (12/15),29% (4/14),55% (16/29),"['3', '1']","['2', '1']","['1', '0', '3', '0']",[],[],1.41
28.04.,Rai A.,1,,,,,,8,6,62%,68% (43/63),41% (16/39),60% (6/10),18% (11/61),64% (30/47),30% (3/10),58% (59/102),38% (41/108),48% (100/210),4,0,71% (10/14),20% (3/15),45% (13/29),[],"['2', '2', '6', '4']","['2', '4']",[],[],2.77
27.04.,Rai A.,2,,,,,,11,1,53%,79% (31/39),56% (19/34),67% (4/6),35% (18/51),50% (14/28),50% (3/6),68% (50/73),41% (32/79),54% (82/152),8,0,83% (10/12),25% (3/12),54% (13/24),"['1', '1', '4', '4']","['6', '5']",[],[],[],1.06
27.04.,Yang Z.,0,,,,,,3,2,65%,65% (33/51),50% (14/28),50% (3/6),21% (8/39),44% (15/34),33% (2/6),59% (47/79),32% (23/73),46% (70/152),2,0,75% (9/12),17% (2/12),46% (11/24),"['1', '0', '2', '1']",[],[],[],[],7.60
13.04.,Durasovic V.,2,,,,,,2,1,64%,74% (26/35),65% (13/20),75% (3/4),36% (13/36),58% (15/26),40% (4/10),71% (39/55),45% (28/62),57% (67/117),7,0,90% (9/10),40% (4/10),65% (13/20),"['1', '0', '4', '1']","['1', '0', '6', '5']",[],[],[],1.47
13.04.,Rai A.,0,,,,,,2,3,58%,64% (23/36),42% (11/26),60% (6/10),26% (9/35),35% (7/20),25% (1/4),55% (34/62),29% (16/55),43% (50/117),3,1,60% (6/10),10% (1/10),35% (7/20),[],"['4', '4']",[],[],[],2.56
21.03.,Langmo C.,2,,,,,,[],"['2', '2']","['3', '2', '6', '3']",[],[],-
21.03.,Rai A.,1,,,,,,"['5', '3']","['1', '0']",[],[],[],-
20.03.,Rai A.,1,,,,,,"['3', '1', '5', '1']","['1', '0']",[],[],[],1.10
20.03.,O'Connell B.,0,,,,,,[],[],[],[],[],5.65
19.03.,Rai A.,2,,,,,,"['4', '2', '6', '2']","['3', '1', '5', '1']",[],[],[],1.07
19.03.,Storch S.,0,,,,,,[],"['2', '5']",[],[],[],6.75
12.03.,Charlton J.,2,,,,,,[],"['2', '1']",[],[],[],2.22
12.03.,Rai A.,0,,,,,,[],[],[],[],[],1.60
11.03.,Rai A.,2,,,,,,"['4', '2']","['3', '2', '5', '2']",[],[],[],1.03
11.03.,Birrell C.,0,,,,,,[],"['3', '5']",[],[],[],8.70
28.02.,Shin S.,2,,,,,,"['3', '1', '6', '2']","['2', '0', '4', '2', '6', '2']",[],[],[],2.24
28.02.,Rai A.,0,,,,,,[],"['2', '3']",[],[],[],1.59
27.02.,Rai A.,2,,,,,,"['3', '1', '6', '2']","['6', '6']",[],[],[],1.45
27.02.,Braithwaite T.,0,,,,,,[],"['6', '5']",[],[],[],2.58
26.02.,Rai A.,2,,,,,,"['3', '1', '5', '3']","['1', '0']","['3', '2', '5', '2']",[],[],2.77
26.02.,Chung H.,1,,,,,,"['3', '4']","['1', '1', '6', '4']","['3', '5']",[],[],1.40
21.02.,Jasika O.,2,,,,,,[],"['4', '2']","['1', '0', '3', '0', '6', '3']",[],[],1.26
21.02.,Rai A.,1,,,,,,"['3', '2']",[],"['1', '3']",[],[],3.54
14.02.,Nakagawa N.,2,,,,,,[],"['2', '0', '5', '1']",[],[],[],1.85
14.02.,Rai A.,0,,,,,,[],[],[],[],[],1.85
12.02.,Rai A.,2,,,,,,"['1', '0', '3', '0', '5', '2']","['4', '3', '6', '3']",[],[],[],1.63
12.02.,Kikuchi Y.,0,,,,,,"['2', '4']",[],[],[],[],2.16
12.02.,Rai A.,2,,,,,,[],"['4', '3']","['1', '0', '4', '3', '6', '3']",[],[],1.20
12.02.,Falck R.,1,,,,,,"['1', '0', '3', '0', '6', '1']",[],"['2', '2']",[],[],4.13
02.02.,Bicknell B.,2,,,,,,"['5', '3']","['1', '2', '3', '2']",[],[],[],-
02.02.,Rai A.,0,,,,,,[],"['2', '0']",[],[],[],-
04.01.,Diaz Acosta F.,2,,,,,,2,1,70%,79% (26/33),57% (8/14),67% (2/3),31% (10/32),64% (16/25),57% (4/7),72% (34/47),46% (26/57),58% (60/104),8,0,89% (8/9),44% (4/9),67% (12/18),"['2', '0', '6', '4']","['2', '0', '6', '2']",[],[],[],1.31
04.01.,Rai A.,0,,,,,,3,5,56%,69% (22/32),36% (9/25),43% (3/7),21% (7/33),43% (6/14),33% (1/3),54% (31/57),28% (13/47),42% (44/104),2,0,56% (5/9),11% (1/9),33% (6/18),"['4', '5']",[],[],[],[],3.44
17.12.2024,Rai A.,0,,,,,,"['1', '0']",[],[],[],[],1.18
17.12.2024,Falck R.,0,,,,,,"['1', '1', '3', '1']",[],[],[],[],4.38
13.12.2024,Rai A.,2,,,,,,"['2', '0', '6', '2']","['1', '1', '4', '4', '6', '4']",[],[],[],1.45
13.12.2024,Bouzige M.,0,,,,,,[],"['1', '0', '4', '3']",[],[],[],2.59
12.12.2024,Rai A.,2,,,,,,"['2', '0', '3', '1', '4', '2', '6', '2']","['3', '3', '7', '5']",[],[],[],1.99
12.12.2024,Hara Friend J. D.,0,,,,,,"['1', '2', '2', '3']","['1', '0']",[],[],[],1.73
11.12.2024,Rai A.,2,,,,,,"['1', '0']",[],"['5', '4']",[],[],1.41
11.12.2024,Hoole C.,1,,,,,,[],"['2', '0', '4', '0', '6', '0']","['5', '5']",[],[],2.73
10.12.2024,Rai A.,2,,,,,,"['3', '1', '5', '1']","['1', '0', '4', '1']",[],[],[],1.04
10.12.2024,Arcon A.,0,,,,,,[],[],[],[],[],8.60
27.11.2024,Court J.,1,,,,,,"['4', '3']",[],[],[],[],3.91
27.11.2024,Rai A.,0,,,,,,[],[],[],[],[],1.22
25.11.2024,Langmo C.,2,,,,,,[],[],"['4', '3']",[],[],1.33
25.11.2024,Rai A.,1,,,,,,[],"['2', '1', '4', '1', '6', '1']",[],[],[],3.09
24.11.2024,Rai A.,2,,,,,,"['2', '0', '5', '3']","['3', '2']",[],[],[],2.00
24.11.2024,Mochizuki Y.,0,,,,,,"['1', '2', '4', '5']",[],[],[],[],1.72
