Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,129/107,43/47,74/45,12/15,-,-
2024,35/22,14/9,17/10,4/3,-,-
2023,15/15,-,12/11,3/4,-,-
2022,33/26,6/11,23/10,4/5,-,-
2021,27/22,12/14,14/6,1/2,-,-
2020,14/14,6/5,8/8,0/1,-,-
2019,4/4,4/4,-,-,-,-
2018,1/3,1/3,-,-,-,-
2016,0/1,0/1,-,-,-,-
