Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,159/134,52/50,47/36,51/43,9/5,-
2024,33/28,11/9,13/11,4/4,5/4,-
2023,36/32,9/16,11/9,12/6,4/1,-
2022,40/33,19/13,13/8,8/12,-,-
2021,16/17,8/6,0/1,8/10,-,-
2020,19/15,5/5,10/7,4/3,-,-
2019,13/5,0/1,-,13/4,-,-
2018,2/2,-,-,2/2,-,-
2017,0/2,-,-,0/2,-,-
