Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,64/56,54/52,0/1,-,-,10/3
2024,5/8,5/8,-,-,-,-
2023,3/7,2/5,-,-,-,1/2
2022,26/15,17/14,-,-,-,9/1
2021,25/22,25/21,0/1,-,-,-
2020,0/1,0/1,-,-,-,-
2018,5/3,5/3,-,-,-,-
