Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,91/51,57/29,20/13,8/5,0/1,6/3
2024,11/14,11/11,0/1,0/1,0/1,-
2023,33/18,19/8,12/7,1/1,-,1/2
2022,35/13,21/7,2/2,7/3,-,5/1
2021,12/6,6/3,6/3,-,-,-
