Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,73/147,25/42,44/93,3/10,-,1/2
2024,16/21,7/8,9/11,0/2,-,-
2023,2/7,1/1,1/4,0/2,-,-
2022,10/27,5/12,5/15,-,-,-
2021,7/15,2/6,5/9,-,-,-
2020,6/12,0/3,6/7,0/2,-,-
2019,6/15,0/2,3/9,2/2,-,1/2
2018,7/12,2/4,4/6,1/2,-,-
2017,8/16,3/3,5/13,-,-,-
2016,6/7,3/2,3/5,-,-,-
2014,1/2,-,1/2,-,-,-
2013,0/1,-,0/1,-,-,-
2012,0/5,-,0/5,-,-,-
2011,1/5,-,1/5,-,-,-
2010,3/2,2/1,1/1,-,-,-
