Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,190/139,48/43,129/83,5/5,-,8/8
2024,1/0,-,1/0,-,-,-
2023,3/4,-,0/1,-,-,3/3
2022,7/7,-,7/7,-,-,-
2017,1/2,-,1/2,-,-,-
2015,5/13,4/10,1/3,-,-,-
2014,18/19,7/6,10/11,1/1,-,0/1
2013,17/9,0/1,17/8,-,-,-
2012,29/19,9/5,17/12,-,-,3/2
2011,20/11,10/6,10/4,-,-,0/1
2010,37/14,13/4,22/10,-,-,2/0
2009,24/16,4/4,16/8,4/4,-,-
2008,15/14,0/4,15/9,-,-,0/1
2007,13/8,1/2,12/6,-,-,-
2005,0/3,0/1,0/2,-,-,-
