Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,84/82,55/53,24/24,5/5,-,-
2024,14/13,10/9,-,4/4,-,-
2023,34/29,17/17,17/12,-,-,-
2022,27/28,23/19,4/9,-,-,-
2021,3/7,2/6,-,1/1,-,-
2020,0/1,0/1,-,-,-,-
2019,3/1,3/1,-,-,-,-
2018,3/3,-,3/3,-,-,-
