Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,16/25,0/3,9/9,1/2,-,6/11
2024,6/9,-,2/3,-,-,4/6
2023,2/7,0/1,0/1,-,-,2/5
2022,8/9,0/2,7/5,1/2,-,-
