Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,79/57,36/26,35/20,8/11,-,-
2024,38/19,18/11,20/7,0/1,-,-
2023,32/25,15/11,11/7,6/7,-,-
2022,8/10,3/3,3/4,2/3,-,-
2021,1/3,0/1,1/2,-,-,-
