Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,37/50,24/32,13/9,0/9,-,-
2024,18/16,11/10,7/4,0/2,-,-
2023,14/27,8/15,6/5,0/7,-,-
2022,5/6,5/6,-,-,-,-
2021,0/1,0/1,-,-,-,-
