Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,248/184,67/54,142/111,2/5,-,37/14
2024,12/13,-,7/10,1/1,-,4/2
2023,46/30,12/10,10/11,-,-,24/9
2022,29/20,2/3,18/14,-,-,9/3
2021,35/13,-,35/13,-,-,-
2020,1/3,-,1/3,-,-,-
2019,17/10,3/2,14/8,-,-,-
2018,23/20,8/8,15/11,0/1,-,-
2017,33/24,18/12,15/12,-,-,-
2016,26/24,15/12,10/9,1/3,-,-
2015,17/16,6/4,11/12,-,-,-
2014,9/11,3/3,6/8,-,-,-
