Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,64/50,35/33,21/8,8/9,-,-
2024,26/24,20/17,1/4,5/3,-,-
2023,33/17,14/12,18/2,1/3,-,-
2022,3/7,1/4,2/2,0/1,-,-
2021,2/2,-,-,2/2,-,-
