Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,44/36,31/21,0/1,-,-,13/14
2024,17/11,16/11,-,-,-,1/0
2023,3/4,3/4,-,-,-,-
2022,17/15,10/5,0/1,-,-,7/9
2021,7/6,2/1,-,-,-,5/5
