Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,38/63,6/7,32/52,0/2,0/2,-
2024,10/19,-,10/19,-,-,-
2023,18/26,-,18/24,-,0/2,-
2022,8/13,4/4,4/7,0/2,-,-
2021,2/3,2/3,-,-,-,-
2018,0/2,-,0/2,-,-,-
