Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,26/26,0/3,21/19,5/4,-,-
2024,0/4,-,0/3,0/1,-,-
2023,15/13,0/2,12/10,3/1,-,-
2022,9/7,-,9/6,0/1,-,-
2021,0/1,0/1,-,-,-,-
2020,2/1,-,-,2/1,-,-
