Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,74/105,72/96,0/5,2/4,-,-
2024,8/20,8/19,-,0/1,-,-
2023,28/24,27/23,-,1/1,-,-
2022,14/26,13/25,-,1/1,-,-
2021,11/19,11/16,0/2,0/1,-,-
2020,8/6,8/6,-,-,-,-
2019,4/10,4/7,0/3,-,-,-
2018,1/0,1/0,-,-,-,-
