Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,25/35,3/3,22/29,0/3,-,-
2024,13/18,1/1,12/15,0/2,-,-
2023,12/15,2/2,10/13,-,-,-
2019,0/2,-,0/1,0/1,-,-
