Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,132/93,52/38,43/24,34/29,-,3/2
2024,6/4,6/3,0/1,-,-,-
2023,61/39,24/12,19/13,15/12,-,3/2
2022,26/12,9/5,9/3,8/4,-,-
2021,8/3,-,7/2,1/1,-,-
2020,3/3,0/1,-,3/2,-,-
2019,5/1,-,5/1,-,-,-
2018,2/2,-,2/2,-,-,-
2017,2/4,1/2,1/2,-,-,-
2016,5/7,5/4,-,0/3,-,-
2015,11/11,5/6,-,6/5,-,-
2014,3/6,2/4,-,1/2,-,-
2013,0/1,0/1,-,-,-,-
