Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,267/169,211/129,53/30,1/5,0/1,2/4
2024,48/29,48/26,0/2,-,-,0/1
2023,52/40,45/31,6/6,-,0/1,1/2
2022,66/33,47/19,17/9,1/4,-,1/1
2021,48/36,34/32,14/4,-,-,-
2020,19/14,3/5,16/8,0/1,-,-
2019,27/7,27/6,0/1,-,-,-
2018,4/5,4/5,-,-,-,-
2017,3/5,3/5,-,-,-,-
