Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,194/150,160/110,23/14,11/26,-,-
2024,38/19,38/19,-,-,-,-
2023,27/29,23/21,1/2,3/6,-,-
2022,23/24,23/19,0/2,0/3,-,-
2021,60/16,48/14,12/2,-,-,-
2020,18/15,8/6,9/6,1/3,-,-
2019,16/18,12/11,1/2,3/5,-,-
2018,6/15,5/13,-,1/2,-,-
2017,2/5,1/4,-,1/1,-,-
2016,4/9,2/3,-,2/6,-,-
