Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,109/47,19/18,24/17,-,-,66/12
2024,12/7,5/4,2/2,-,-,5/1
2023,37/18,3/2,17/10,-,-,17/6
2022,47/9,1/1,2/3,-,-,44/5
2017,0/1,0/1,-,-,-,-
2016,3/1,3/1,-,-,-,-
2015,1/1,1/1,-,-,-,-
2014,1/5,1/5,-,-,-,-
2013,8/5,5/3,3/2,-,-,-
