Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,174/131,148/107,24/18,2/5,0/1,-
2024,32/27,30/24,2/2,-,0/1,-
2023,44/33,42/29,2/1,0/3,-,-
2022,56/27,44/22,12/4,0/1,-,-
2021,28/26,18/15,8/10,2/1,-,-
2020,14/18,14/17,0/1,-,-,-
