Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,204/115,103/50,53/26,48/38,0/1,-
2024,42/24,31/13,5/4,6/6,0/1,-
2023,52/24,22/10,24/7,6/7,-,-
2022,51/25,30/15,8/4,13/6,-,-
2021,24/17,13/8,1/2,10/7,-,-
2020,17/16,4/3,5/5,8/8,-,-
2019,12/7,-,10/4,2/3,-,-
2018,6/2,3/1,-,3/1,-,-
