Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,100/87,18/18,78/65,4/2,-,0/2
2024,21/15,0/3,18/11,3/1,-,-
2023,19/20,11/8,7/10,1/1,-,0/1
2022,20/14,1/1,19/12,-,-,0/1
2021,21/14,2/2,19/12,-,-,-
2020,2/3,-,2/3,-,-,-
2019,2/5,1/2,1/3,-,-,-
2018,11/7,3/2,8/5,-,-,-
2017,1/3,-,1/3,-,-,-
2016,3/4,-,3/4,-,-,-
2015,0/2,-,0/2,-,-,-
