Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,89/100,68/80,20/16,1/4,-,-
2024,22/15,19/13,3/2,-,-,-
2023,22/19,13/14,9/5,-,-,-
2022,17/21,15/19,2/2,-,-,-
2021,21/16,15/10,6/6,-,-,-
2020,3/3,3/3,-,-,-,-
2019,0/6,0/5,0/1,-,-,-
2018,0/1,0/1,-,-,-,-
2017,1/13,0/9,-,1/4,-,-
2016,3/6,3/6,-,-,-,-
