Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,34/34,29/30,5/3,0/1,-,-
2024,9/12,9/12,-,-,-,-
2023,24/15,19/12,5/3,-,-,-
2022,1/6,1/5,-,0/1,-,-
2021,0/1,0/1,-,-,-,-
