Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,198/143,140/90,58/52,0/1,-,-
2024,34/21,24/15,10/6,-,-,-
2023,39/35,28/20,11/15,-,-,-
2022,21/16,17/10,4/5,0/1,-,-
2021,40/25,33/18,7/7,-,-,-
2020,25/12,18/8,7/4,-,-,-
2019,27/17,14/11,13/6,-,-,-
2018,3/4,2/3,1/1,-,-,-
2017,4/4,4/4,-,-,-,-
2016,2/4,0/1,2/3,-,-,-
2015,3/5,-,3/5,-,-,-
