Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,143/80,100/63,21/12,9/2,-,13/3
2024,9/8,9/8,-,-,-,-
2023,31/17,26/15,4/2,-,-,1/0
2022,56/21,27/13,8/3,9/2,-,12/3
2021,8/7,7/6,1/1,-,-,-
2020,3/3,3/3,-,-,-,-
2019,23/17,19/13,4/4,-,-,-
2018,7/2,7/2,-,-,-,-
2016,2/3,2/3,-,-,-,-
2015,4/2,-,4/2,-,-,-
