Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,221/152,71/39,124/86,19/13,7/14,-
2024,31/22,22/9,9/11,0/1,0/1,-
2023,36/28,15/9,16/13,4/4,1/2,-
2022,16/20,2/3,7/10,4/3,3/4,-
2021,25/14,1/1,19/8,4/2,1/3,-
2020,21/12,3/2,18/10,-,-,-
2019,44/22,17/5,22/12,3/1,2/4,-
2018,29/22,6/5,20/16,3/1,-,-
2017,15/8,4/3,10/4,1/1,-,-
2016,4/4,1/2,3/2,-,-,-
