Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,87/65,21/13,66/47,0/5,-,-
2024,18/12,-,18/12,-,-,-
2023,23/15,16/8,7/6,0/1,-,-
2022,14/18,5/5,9/10,0/3,-,-
2021,31/18,-,31/17,0/1,-,-
2020,0/1,-,0/1,-,-,-
2019,1/1,-,1/1,-,-,-
