Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,220/148,126/76,36/33,45/28,-,13/11
2024,33/19,4/4,18/10,11/2,-,0/3
2023,13/20,11/11,0/3,0/3,-,2/3
2022,34/22,16/14,1/2,14/6,-,3/0
2021,30/19,26/10,1/4,3/5,-,-
2020,18/7,13/6,2/1,-,-,3/0
2019,29/22,15/12,9/7,3/2,-,2/1
2018,27/18,19/7,5/6,3/2,-,0/3
2017,18/11,10/7,-,6/3,-,2/1
2016,14/5,12/4,-,1/1,-,1/0
2015,2/2,-,-,2/2,-,-
2014,2/3,0/1,-,2/2,-,-
