Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,78/78,19/25,59/53,-,-,-
2024,0/2,-,0/2,-,-,-
2023,23/24,5/9,18/15,-,-,-
2022,37/30,8/5,29/25,-,-,-
2021,15/18,6/11,9/7,-,-,-
2020,3/4,-,3/4,-,-,-
