Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,92/102,83/88,8/6,1/3,-,0/5
2024,8/12,8/12,-,-,-,-
2023,28/22,28/17,-,-,-,0/5
2022,21/17,21/17,-,-,-,-
2021,7/12,7/12,-,-,-,-
2020,2/5,2/5,-,-,-,-
2019,9/12,3/8,6/4,-,-,-
2018,13/12,11/10,2/2,-,-,-
2017,2/1,2/1,-,-,-,-
2016,1/5,0/2,-,1/3,-,-
2015,1/4,1/4,-,-,-,-
