Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,46/32,38/26,5/2,1/1,-,2/3
2024,23/16,21/13,-,-,-,2/3
2023,21/13,15/10,5/2,1/1,-,-
2022,2/3,2/3,-,-,-,-
