Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,61/50,37/28,20/15,2/4,-,2/3
2024,2/5,0/3,2/2,-,-,-
2023,30/14,18/7,12/6,0/1,-,-
2022,2/4,-,0/1,-,-,2/3
2021,10/6,7/4,1/1,2/1,-,-
2020,0/4,0/1,0/3,-,-,-
2019,14/9,9/7,5/2,-,-,-
2018,3/6,3/5,-,0/1,-,-
2017,0/2,0/1,-,0/1,-,-
