Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,34/26,13/13,6/5,6/3,-,9/5
2024,10/4,4/2,3/1,-,-,3/1
2023,14/9,0/1,3/2,5/2,-,6/4
2022,2/3,1/2,-,1/1,-,-
2021,0/1,-,0/1,-,-,-
2019,3/6,3/5,0/1,-,-,-
2018,5/3,5/3,-,-,-,-
