Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,9/15,3/6,2/2,-,-,4/7
2024,6/7,2/2,2/2,-,-,2/3
2023,3/6,1/2,-,-,-,2/4
2022,0/2,0/2,-,-,-,-
