Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,19/24,17/21,2/3,-,-,-
2024,1/5,1/5,-,-,-,-
2023,9/13,7/11,2/2,-,-,-
2022,8/5,8/4,0/1,-,-,-
2021,1/1,1/1,-,-,-,-
