Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,12/8,6/4,3/1,-,-,3/3
2024,5/3,2/2,3/1,-,-,-
2023,3/3,-,-,-,-,3/3
2022,4/2,4/2,-,-,-,-
